artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
El sueÃÂ±o de Morfeo,Logged In,Anthony,M,1,Wagner,196.46649,paid,"Olympia-Tumwater, WA",PUT,NextSong,1513519004284,1064,Hoy me ire,200,1513740893284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
,Logged In,Fiona,F,0,Henry,,free,"Salem, OR",GET,Home,1491634775284,5849,,200,1513740896284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",732
Skid Row,Logged In,Enrique,M,25,Miller,235.07546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,In A Darkened Room,200,1513740917284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Ja Rule,Logged In,Noel,M,17,Doyle,245.91628,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Story To Tell,200,1513740927284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
Staind,Logged In,Dreden,M,12,Rodriguez,317.83138,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,The Corner (Album Version),200,1513740934284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Fragma,Logged In,Emireth,F,2,Rodriguez,337.89342,free,"Killeen-Temple, TX",PUT,NextSong,1481208032284,445,Toca's Miracle,200,1513740943284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",446
Plain White T's,Logged In,Fiona,F,1,Henry,232.202,free,"Salem, OR",PUT,NextSong,1491634775284,5849,Hey There Delilah,200,1513740954284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",732
Fall Out Boy,Logged In,Chase,M,4,Ponce,211.69587,free,"Rochester, MN",PUT,NextSong,1479998613284,5450,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),200,1513741022284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1635
Midnight Juggernauts,Logged In,Averi,F,3,Fitzpatrick,242.96444,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1505171267284,5418,Tombstone,200,1513741052284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",523
Avril Lavigne,Logged In,Anthony,M,2,Wagner,244.50567,paid,"Olympia-Tumwater, WA",PUT,NextSong,1513519004284,1064,Complicated,200,1513741089284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
,Logged In,Talia,F,0,Dalton,,free,"Charlotte-Concord-Gastonia, NC-SC",GET,Home,1513287006284,5923,,200,1513741123284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",422
Octopus Project,Logged In,Talia,F,1,Dalton,184.42404,free,"Charlotte-Concord-Gastonia, NC-SC",PUT,NextSong,1513287006284,5923,What They Found,200,1513741133284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",422
Kanye West,Logged In,Enrique,M,26,Miller,271.25506,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Through The Wire,200,1513741152284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Metallica,Logged In,Noel,M,18,Doyle,515.21261,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Master Of Puppets,200,1513741172284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
Medeski_ Martin & Wood,Logged In,Dreden,M,13,Rodriguez,210.80771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,The Dropper,200,1513741251284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Christy Nockels,Logged In,Emireth,F,3,Rodriguez,289.35791,free,"Killeen-Temple, TX",PUT,NextSong,1481208032284,445,A Mighty Fortress,200,1513741280284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",446
Bright Eyes,Logged In,Ashton,M,1,Nelson,358.32118,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,No Lies_ Just Love,200,1513741291284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Big Tymers / Gotti / TQ / Mikkey,Logged In,Averi,F,4,Fitzpatrick,222.40608,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1505171267284,5418,Sunny Day,200,1513741294284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",523
Taylor Swift,Logged In,Aiden,M,0,Fernandez,233.89995,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Love Story,200,1513741295284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
,Logged In,Emireth,F,4,Rodriguez,,free,"Killeen-Temple, TX",GET,Upgrade,1481208032284,445,,200,1513741304284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",446
,Logged In,Lillian,F,0,Ward,,paid,"Portland-Vancouver-Hillsboro, OR-WA",GET,Home,1504568890284,1985,,200,1513741305284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
The Wallflowers,Logged In,Andrew,M,49,Randall,221.46567,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Bleeders,200,1513741311284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
,Logged In,Kyle,M,0,Johnson,,free,"Asheville, NC",GET,Home,1511238781284,3931,,200,1513741324284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1020
John Butler Trio,Logged In,Anthony,M,3,Wagner,237.63546,paid,"Olympia-Tumwater, WA",PUT,NextSong,1513519004284,1064,Zebra (full-length/album version),200,1513741333284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
Florence + The Machine,Logged In,Lillian,F,1,Ward,258.55955,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Cosmic Love,200,1513741362284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
The Kills,Logged In,Cambria,F,0,Pugh,231.91465,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1500120434284,5467,Goodnight Bad Morning,200,1513741378284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1094
Hollywood Undead,Logged In,Dreden,M,14,Rodriguez,196.41424,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Young,200,1513741461284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
,Logged In,Caleb,M,0,Richards,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1507548414284,4999,,200,1513741502284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2786
Sage Francis,Logged In,Averi,F,5,Fitzpatrick,122.87955,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1505171267284,5418,Water Line,200,1513741516284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",523
Joe Christmas,Logged In,Aiden,M,1,Fernandez,185.7824,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,Bedroom Suite,200,1513741528284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
Christopher O'Riley,Logged In,Andrew,M,50,Randall,206.52363,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,no surprises,200,1513741532284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
Joan Osborne,Logged In,Emireth,F,5,Rodriguez,316.13342,free,"Killeen-Temple, TX",PUT,NextSong,1481208032284,445,One Of Us,200,1513741569284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",446
Vampire Weekend,Logged In,Anthony,M,4,Wagner,214.7522,paid,"Olympia-Tumwater, WA",PUT,NextSong,1513519004284,1064,Cape Cod Kwassa Kwassa (Album),200,1513741570284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
Justice,Logged In,Kyle,M,1,Johnson,222.14485,free,"Asheville, NC",PUT,NextSong,1511238781284,3931,We Are Your Friends (Reprise) (Album Version),200,1513741612284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1020
Five Iron Frenzy,Logged In,Lillian,F,2,Ward,236.09424,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Canada,200,1513741620284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Lil Wayne / Eminem,Logged In,Averi,F,6,Fitzpatrick,229.58975,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1505171267284,5418,Drop The World,200,1513741638284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",523
Brooklyn Bounce,Logged In,Ashton,M,2,Nelson,359.13098,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Get Ready To Bounce Recall 08,200,1513741649284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Cartola,Logged In,Karsyn,M,0,Reyes,188.65587,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1510605887284,2993,Verde Que Te Quero Rosa,200,1513741657284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2994
Fila Brazillia,Logged In,Dreden,M,15,Rodriguez,541.98812,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Subtle Body,200,1513741657284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Jeff Buckley,Logged In,Noel,M,19,Doyle,279.562,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,New Year's Prayer,200,1513741687284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
The Tallest Man On Earth,Logged In,Aiden,M,2,Fernandez,208.19546,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,King of Spain,200,1513741713284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
Everything But The Girl,Logged In,Andrew,M,51,Randall,147.01669,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Driving (Acoustic Mix),200,1513741738284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
The Rascals,Logged In,Taylor,F,0,Shah,150.69995,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510725506284,5377,Groovin',200,1513741783284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",30
Michael Jackson,Logged In,Anthony,M,5,Wagner,207.77751,paid,"Olympia-Tumwater, WA",PUT,NextSong,1513519004284,1064,"Happy (Love Theme From \"Lady Sings The Blues\")",200,1513741784284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
,Logged In,Josiah,M,0,Nelson,,free,"Las Vegas-Henderson-Paradise, NV",GET,Home,1504147424284,1819,,200,1513741823284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1820
OneRepublic,Logged In,Kyle,M,2,Johnson,262.922,free,"Asheville, NC",PUT,NextSong,1511238781284,3931,Come Home,200,1513741834284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1020
The Salsoul Orchestra,Logged In,Karsyn,M,1,Reyes,287.16363,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1510605887284,2993,Chicago Bus Stop,200,1513741845284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2994
BeyoncÃÂ© and Walter Williams_ Sr. (of The O'Jays),Logged In,Lillian,F,3,Ward,260.38812,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,He Still Loves Me,200,1513741856284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Cradle Of Filth,Logged In,Averi,F,7,Fitzpatrick,371.66975,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1505171267284,5418,Better To Reign In Hell,200,1513741867284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",523
Jason Derulo,Logged In,Josiah,M,1,Nelson,222.61506,free,"Las Vegas-Henderson-Paradise, NV",PUT,NextSong,1504147424284,1819,Whatcha Say,200,1513741877284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1820
Sixx A.M.,Logged In,Emireth,F,6,Rodriguez,260.15302,free,"Killeen-Temple, TX",PUT,NextSong,1481208032284,445,Girl With Golden Eyes (Explicit),200,1513741885284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",446
Florence + The Machine,Logged In,Andrew,M,52,Randall,258.55955,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Cosmic Love,200,1513741885284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
,Logged In,Carmen,F,0,Tyler,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1513593919284,5527,,200,1513741886284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",578
,Logged In,Sophia,F,0,Gutierrez,,paid,"Birmingham-Hoover, AL",GET,Home,1513249725284,4678,,200,1513741893284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8\"",1037
,Logged In,Elijah,M,0,Walters,,free,"Wichita Falls, TX",GET,Home,1501705020284,5671,,200,1513741899284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",255
Dream Theater,Logged In,Aiden,M,3,Fernandez,331.44118,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,6:00,200,1513741921284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
OneRepublic,Logged In,Taylor,F,1,Shah,224.67873,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510725506284,5377,Secrets,200,1513741933284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",30
BjÃÂ¶rk,Logged In,Noel,M,20,Doyle,348.57751,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Undo,200,1513741966284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
Tyrannosaurus Rex,Logged In,Sophia,F,1,Gutierrez,173.08689,paid,"Birmingham-Hoover, AL",PUT,NextSong,1513249725284,4678,Pavilions Of Sun,200,1513741968284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8\"",1037
,Logged In,Sawyer,M,0,Robinson,,free,"Cape Coral-Fort Myers, FL",GET,Home,1512055186284,3491,,200,1513741989284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",275
Broken Social Scene,Logged In,Anthony,M,6,Wagner,494.65424,paid,"Olympia-Tumwater, WA",PUT,NextSong,1513519004284,1064,Backyards,200,1513741991284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
,Logged In,Anthony,M,7,Wagner,,paid,"Olympia-Tumwater, WA",PUT,Logout,1513519004284,1064,,307,1513741992284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1065
,Logged Out,,,8,,,paid,,GET,Home,,1064,,200,1513741997284,,""
Alicia Keys,Logged In,Ashton,M,3,Nelson,249.23383,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Un-thinkable (I'm Ready),200,1513742008284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Mariah Carey,Logged In,Landon,M,0,Hunter,261.82485,free,"Pittsburgh, PA",PUT,NextSong,1508462947284,4433,Bye Bye,200,1513742024284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2408
Circle Jerks,Logged In,Kyle,M,3,Johnson,77.16526,free,"Asheville, NC",PUT,NextSong,1511238781284,3931,World Up My Ass,200,1513742096284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1020
OneRepublic,Logged In,Lillian,F,4,Ward,237.97506,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,All The Right Moves,200,1513742116284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Apocalyptica,Logged In,Karsyn,M,2,Reyes,237.71383,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1510605887284,2993,Beyond Time,200,1513742132284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2994
DAVE MATTHEWS BAND,Logged In,Sophia,F,2,Gutierrez,341.26322,paid,"Birmingham-Hoover, AL",PUT,NextSong,1513249725284,4678,So Much To Say,200,1513742141284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8\"",1037
Caesars,Logged In,Andrew,M,53,Randall,216.55465,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Sort It Out,200,1513742143284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
Ice Cube Featuring Mack 10 And Ms Toi,Logged In,Demian,M,0,Adams,258.82077,free,"Charlotte-Concord-Gastonia, NC-SC",PUT,NextSong,1503758470284,880,You Can Do It (Edited) (Feat. Mack 10 And Ms Toi),200,1513742148284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",881
Foolish Things,Logged In,Kyle,M,4,Johnson,266.86649,free,"Asheville, NC",PUT,NextSong,1511238781284,3931,Who Can Compare,200,1513742173284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1020
Bloc Party,Logged In,Dreden,M,16,Rodriguez,299.49342,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,5846,Sunday,200,1513742198284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Josh Turner,Logged In,Averi,F,8,Fitzpatrick,202.94485,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1505171267284,5418,Haywire,200,1513742238284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",523
Coldplay,Logged In,Aiden,M,4,Fernandez,311.27465,paid,"Cape Coral-Fort Myers, FL",PUT,NextSong,1513376058284,2289,The Scientist,200,1513742252284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2290
La UniÃÂ³n,Logged In,Ashton,M,4,Nelson,254.04036,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,5915,Fueron Los Celos,200,1513742257284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Orishas,Logged In,Landon,M,1,Hunter,288.88771,free,"Pittsburgh, PA",PUT,NextSong,1508462947284,4433,Atencion,200,1513742285284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2408
Justin Bieber,Logged In,Saanvi,F,0,Tanner,256.78322,free,"Naples-Immokalee-Marco Island, FL",PUT,NextSong,1505626005284,5926,Favorite Girl,200,1513742309284,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,2168
Dexy's Midnight Runners,Logged In,Noel,M,21,Doyle,251.55873,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,I Couldn't Help It If I Tried,200,1513742314284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
Local Natives,Logged In,Lillian,F,5,Ward,266.05669,paid,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1504568890284,1985,Wide Eyes,200,1513742353284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4\"",1986
Dead Kennedys,Logged In,Andrew,M,54,Randall,208.1171,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,California ÃÂber Alles,200,1513742359284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
System of a Down,Logged In,Karsyn,M,3,Reyes,162.66404,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1510605887284,2993,Science,200,1513742369284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2994
,Logged In,Karsyn,M,4,Reyes,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,Logout,1510605887284,2993,,307,1513742370284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2994
,Logged Out,,,5,,,free,,GET,Home,,2993,,200,1513742384284,,""
Edward Sharpe & The Magnetic Zeros,Logged In,Demian,M,1,Adams,306.31138,free,"Charlotte-Concord-Gastonia, NC-SC",PUT,NextSong,1503758470284,880,Home,200,1513742406284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",881
